pmid,paragraph,abstract,label,registry,trn
31785152,1,"Cancer registration plays a key role in monitoring the burden of cancer. However, cancer registry (CR) data are usually made available with substantial delay to ensure best possible completeness of case ascertainment. Here, we investigate empirically with routinely available data whether such a delay is mandatory for survival analyses or whether data can be used earlier to provide more up-to-date survival estimates. We compared distributions of prognostic factors and period relative survival estimates for three population-based CRs in Germany (Schleswig-Holstein (SH), Rhineland-Palatinate (RP), Saarland (SA)) computed on datasets extracted one (DY+1) to 5 years after the year of diagnosis (DY+5; reference). Analyses were conducted for seven cancer sites and various survival analyses scenarios. The proportion of patients registered in the datasets at a given time varied strongly across registries with 57% (SH), 2% (RP) and 26% (SA) registered in DY+1 and >93% in all registries in DY+3. Five-year survival estimates for the most recent three-year period were comparable to estimates from the reference dataset already in DY+1 (mean absolute deviations = 0.2-0.6% units). Deviations >1% units were only observed for pancreatic and lung cancer in RP and leukemia in SA (all ≤1.5% units). For estimates of 1-year survival based on the most recent 1-year period only, slightly longer delays were required, but reasonable estimates were still obtained after 1-2 years, depending on the CR and cancer site. Thus, progress in cancer survival could be disclosed in a more timely manner than commonly practiced despite delays in completeness of registration.",NA,NA,NA
31811089,1,"Human macrophage migration-inhibitory factor (MIF) is an evolutionarily-conserved protein that has both extracellular immune-modulating and intracellular cell-regulatory functions. MIF plays a role in various diseases, including inflammatory diseases, atherosclerosis, autoimmunity, and cancer. It serves as an inflammatory cytokine and chemokine, but also exhibits enzymatic activity. Secreted MIF binds to cell-surface immune receptors such as CD74 and CXCR4. Plants possess MIF orthologs but lack the associated receptors, suggesting functional diversification across kingdoms. Here, we characterized three MIF orthologs (termed MIF/d-dopachrome tautomerase-like proteins or MDLs) of the model plant Arabidopsis thaliana Recombinant Arabidopsis MDLs (AtMDLs) share similar secondary structure characteristics with human MIF, yet only have minimal residual tautomerase activity using either p-hydroxyphenylpyruvate or dopachrome methyl ester as substrate. Site-specific mutagenesis suggests that this is due to a distinct amino acid difference at the catalytic cavity-defining residue Asn-98. Surprisingly, AtMDLs bind to the human MIF receptors CD74 and CXCR4. Moreover, they activate CXCR4-dependent signaling in a receptor-specific yeast reporter system and in CXCR4-expressing human HEK293 transfectants. Notably, plant MDLs exert dose-dependent chemotactic activity toward human monocytes and T cells. A small molecule MIF inhibitor and an allosteric CXCR4 inhibitor counteract this function, revealing its specificity. Our results indicate cross-kingdom conservation of the receptor signaling and leukocyte recruitment capacities of human MIF by its plant orthologs. This may point toward a previously unrecognized interplay between plant proteins and the human innate immune system.",NA,NA,NA
31831596,1,To study survival and to characterize long-term functional impairments and health-related quality of life (HRQOL) of patients with Lambert-Eaton myasthenic syndrome (LEMS).,OBJECTIVE,NA,NA
31831596,2,"In this observational study, survival of patients with LEMS, separately for nontumor (NT) and small cell lung cancer (SCLC), was compared to that of the Dutch general population and patients with SCLC. Disease course in patients with LEMS was recorded retrospectively. Several scales for functional impairments and health-related quality of life were assessed.",METHODS,NA,NA
31831596,3,"We included 150 patients with LEMS. Survival was similar to that of the general population in 65 patients with NT-LEMS. Tumor survival was significantly longer in 81 patients with SCLC-LEMS compared to patients with non-LEMS SCLC (overall median survival 17 vs 7.0 months, p < 0.0001). At diagnosis, 39 (62%) of 63 patients with complete follow-up data were independent for activities of daily living, improving to 85% at the 1-year follow-up. The physical HRQOL composite score (55.9) was significantly lower than in the general population (76.3, p < 0.0001) and comparable to that of patients with myasthenia gravis (60.5). The mental HRQOL composite score was 71.8 in patients with LEMS, comparable to that of the general population (77.9, p = 0.19) and patients with myasthenia gravis (70.3).",RESULTS,NA,NA
31831596,4,"This study shows that patients with NT-LEMS have normal survival. Patients with SCLC-LEMS have an improved tumor survival, even after correction for tumor stage. A majority of patients with LEMS report a stable disease course and remain or become independent for self-care after treatment.",CONCLUSIONS,NA,NA
31881858,1,"Frontotemporal dementia (FTD) and Alzheimer's disease (AD) are associated with divergent differences in grey matter volume, white matter diffusion, and functional connectivity. However, it is unknown at what disease stage these differences emerge. Here, we investigate whether divergent differences in grey matter volume, white matter diffusion, and functional connectivity are already apparent between cognitively healthy carriers of pathogenic FTD mutations, and cognitively healthy carriers at increased AD risk.",BACKGROUND,NA,NA
31881858,2,"We acquired multimodal magnetic resonance imaging (MRI) brain scans in cognitively healthy subjects with (n=39) and without (n=36) microtubule-associated protein Tau (MAPT) or progranulin (GRN) mutations, and with (n=37) and without (n=38) apolipoprotein E ε4 (APOE4) allele. We evaluated grey matter volume using voxel-based morphometry, white matter diffusion using tract-based spatial statistics (TBSS), and region-to-network functional connectivity using dual regression in the default mode network and salience network. We tested for differences between the respective carriers and controls, as well as for divergence of those differences. For the divergence contrast, we additionally performed region-of-interest TBSS analyses in known areas of white matter diffusion differences between FTD and AD (i.e., uncinate fasciculus, forceps minor, and anterior thalamic radiation).",METHODS,NA,NA
31881858,3,"MAPT/GRN carriers did not differ from controls in any modality. APOE4 carriers had lower fractional anisotropy than controls in the callosal splenium and right inferior fronto-occipital fasciculus, but did not show grey matter volume or functional connectivity differences. We found no divergent differences between both carrier-control contrasts in any modality, even in region-of-interest analyses.",RESULTS,NA,NA
31881858,4,"Concluding, we could not find differences suggestive of divergent pathways of underlying FTD and AD pathology in asymptomatic risk mutation carriers. Future studies should focus on asymptomatic mutation carriers that are closer to symptom onset to capture the first specific signs that may differentiate between FTD and AD.",CONCLUSIONS,NA,NA
